Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
7092,83.84,6.9,48.3,Numerical,Male,Public,Eastern Anatolia,Library,Chemistry,State University,Engineer,3,50.3,364.806,354.614
7093,79.58,5.7,34.0,Equal Weight,Female,Public,Black Sea,Cram School,History,METU (State),Data Analyst,3,47.7,328.431,339.948
7094,76.42,4.5,29.5,Verbal,Male,Public,Marmara,Home,Geography,State University,Lawyer,10,45.9,288.781,313.174
7095,55.67,3.6,20.4,Verbal,Male,Public,Central Anatolia,Mixed,Literature,State University,Psychologist,6,33.4,246.234,281.095
7096,83.41,5.8,27.8,Numerical,Male,Private,Marmara,Library,Chemistry,Foundation University,Engineer,3,50.0,356.846,379.568
7097,76.55,7.8,53.8,Numerical,Female,Public,Central Anatolia,Home,Biology,Bogazici University (State),Doctor,9,45.9,319.383,325.626
7098,76.23,7.2,35.3,Equal Weight,Female,Private,Aegean,Library,Geography,State University,Psychologist,3,45.7,346.983,307.562
7099,90.83,6.4,44.3,Equal Weight,Female,Private,Southeastern Anatolia,Home,Literature,Bilkent University (Foundation),Data Analyst,2,54.5,367.191,380.837
7100,84.68,7.1,48.1,Foreign Language,Female,Public,Southeastern Anatolia,Home,German,Foundation University,Translator,8,50.8,347.602,380.87
7101,84.61,6.1,29.4,Equal Weight,Female,Public,Central Anatolia,Home,Geography,State University,Social Worker,2,50.8,355.643,351.127
7102,63.48,4.9,23.8,Foreign Language,Male,Public,Mediterranean,Mixed,French,State University,Artist,0,38.1,284.471,296.402
7103,60.03,5.1,29.5,Numerical,Female,Public,Southeastern Anatolia,Home,Mathematics,State University,Software Developer,4,36.0,249.495,278.206
7104,90.55,6.3,31.2,Verbal,Female,Public,Eastern Anatolia,Mixed,History,Bilkent University (Foundation),Teacher,3,54.3,373.549,367.877
7105,91.34,8.2,41.0,Numerical,Male,Private,Mediterranean,Library,Physics,Hacettepe University (State),Physicist,8,54.8,337.378,388.537
7106,82.56,4.8,23.5,Equal Weight,Female,Public,Southeastern Anatolia,Home,History,State University,Engineer,2,49.5,348.414,298.053
7107,63.23,3.7,21.7,Equal Weight,Female,Private,Aegean,Mixed,Mathematics,METU (State),Journalist,6,37.9,254.005,287.332
7108,64.99,6.8,46.6,Numerical,Male,Public,Southeastern Anatolia,Home,Physics,State University,Engineer,10,39.0,289.055,318.777
7109,69.3,7.2,35.0,Verbal,Male,Private,Eastern Anatolia,Mixed,Literature,Foundation University,Psychologist,9,41.6,260.145,326.056
7110,81.88,7.9,38.5,Equal Weight,Female,Public,Black Sea,Cram School,Physics,METU (State),Physicist,3,49.1,339.333,341.009
7111,80.65,8.1,54.7,Equal Weight,Male,Public,Marmara,Library,Geography,ITU (State),Psychologist,1,48.4,371.668,394.944
7112,73.85,7.7,44.7,Equal Weight,Male,Public,Southeastern Anatolia,Home,Geography,Foundation University,Psychologist,5,44.3,322.641,326.017
7113,84.03,8.5,58.7,Numerical,Female,Private,Marmara,Home,Mathematics,State University,Engineer,7,50.4,334.535,388.882
7114,77.11,6.0,35.3,Verbal,Female,Public,Aegean,Home,Geography,Hacettepe University (State),Social Worker,10,46.3,282.917,328.28
7115,93.86,6.1,35.7,Equal Weight,Male,Private,Central Anatolia,Mixed,Geography,State University,Teacher,8,56.3,334.286,356.149
7116,53.55,4.4,20.2,Equal Weight,Male,Public,Aegean,Library,Geography,Hacettepe University (State),Doctor,4,32.1,274.218,265.261
7117,73.21,6.8,33.7,Numerical,Female,Private,Central Anatolia,Home,Biology,Foundation University,Engineer,7,43.9,342.885,322.834
7118,73.41,7.8,53.7,Foreign Language,Male,Private,Mediterranean,Mixed,German,Foundation University,Teacher,4,44.0,322.063,370.404
7119,73.14,7.8,46.0,Equal Weight,Female,Public,Aegean,Mixed,Literature,State University,Psychologist,11,43.9,316.123,306.496
7120,72.86,4.8,32.2,Equal Weight,Female,Public,Aegean,Cram School,History,State University,Lawyer,8,43.7,299.22,281.167
7121,70.73,6.8,39.3,Numerical,Female,Public,Marmara,Mixed,Physics,State University,Software Developer,8,42.4,301.616,330.79
7122,60.54,6.4,31.0,Verbal,Male,Public,Marmara,Home,Geography,State University,Social Worker,4,36.3,275.882,324.752
7123,61.32,4.6,30.9,Numerical,Female,Private,Central Anatolia,Cram School,Chemistry,Koc University (Foundation),Software Developer,8,36.8,294.154,284.947
7124,53.27,4.9,33.2,Numerical,Male,Public,Eastern Anatolia,Home,Literature,Foundation University,Doctor,6,32.0,289.697,253.074
7125,70.76,4.4,26.4,Numerical,Male,Private,Marmara,Home,Physics,Foundation University,Doctor,6,42.5,295.637,334.142
7126,56.21,4.0,18.9,Numerical,Female,Public,Mediterranean,Cram School,Mathematics,Bilkent University (Foundation),Software Developer,9,33.7,244.382,278.898
7127,67.84,3.7,21.1,Numerical,Female,Public,Mediterranean,Cram School,Mathematics,Foundation University,Physicist,2,40.7,293.738,306.581
7128,74.77,4.1,27.2,Equal Weight,Female,Public,Central Anatolia,Home,Literature,Koc University (Foundation),Journalist,2,44.9,296.52,324.624
7129,98.25,6.4,44.6,Equal Weight,Male,Private,Mediterranean,Cram School,Literature,Bilkent University (Foundation),Data Analyst,7,59.0,348.586,413.838
7130,83.28,4.9,23.2,Verbal,Male,Public,Southeastern Anatolia,Mixed,History,State University,Teacher,3,50.0,338.451,366.29
7131,57.93,5.5,37.9,Numerical,Male,Public,Marmara,Home,Physics,State University,Software Developer,3,34.8,282.158,324.295
7132,59.49,6.6,32.3,Equal Weight,Female,Public,Central Anatolia,Home,Mathematics,Bilkent University (Foundation),Doctor,4,35.7,269.5,295.825
7133,51.05,4.9,28.9,Numerical,Male,Public,Eastern Anatolia,Mixed,Biology,ITU (State),Software Developer,1,30.6,277.998,306.64
7134,58.0,2.7,18.0,Numerical,Male,Public,Aegean,Mixed,Mathematics,Foundation University,Doctor,3,34.8,268.484,270.358
7135,82.66,7.8,45.2,Verbal,Male,Private,Eastern Anatolia,Mixed,History,Foundation University,Psychologist,2,49.6,373.582,357.412
7136,93.67,7.6,45.3,Equal Weight,Male,Private,Aegean,Library,Literature,Bilkent University (Foundation),Lawyer,9,56.2,332.819,354.623
7137,95.36,7.9,47.3,Equal Weight,Male,Public,Eastern Anatolia,Cram School,Mathematics,Koc University (Foundation),Lawyer,8,57.2,330.561,373.644
7138,55.08,4.4,29.0,Verbal,Female,Private,Marmara,Cram School,Literature,Foundation University,Lawyer,5,33.0,257.483,298.73
7139,59.81,2.9,14.2,Numerical,Male,Public,Aegean,Mixed,Chemistry,Bilkent University (Foundation),Software Developer,8,35.9,248.545,274.586
7140,68.43,3.6,21.2,Numerical,Male,Private,Eastern Anatolia,Library,Chemistry,Foundation University,Engineer,7,41.1,266.143,314.372
7141,79.55,5.6,37.8,Numerical,Female,Public,Marmara,Library,Chemistry,ITU (State),Doctor,8,47.7,335.123,324.329
7142,66.78,6.6,44.9,Verbal,Female,Private,Mediterranean,Mixed,History,State University,Journalist,4,40.1,307.315,331.339
7143,89.67,7.2,42.4,Numerical,Female,Public,Black Sea,Cram School,History,State University,Data Analyst,4,53.8,356.181,353.612
7144,60.8,6.0,34.8,Numerical,Male,Private,Mediterranean,Mixed,Mathematics,Hacettepe University (State),Software Developer,10,36.5,277.654,273.187
7145,72.05,6.6,39.0,Equal Weight,Female,Public,Eastern Anatolia,Mixed,Biology,Foundation University,Doctor,3,43.2,331.086,335.772
7146,96.53,8.1,38.6,Equal Weight,Male,Private,Black Sea,Library,Mathematics,Koc University (Foundation),Data Analyst,2,57.9,365.093,384.408
7147,86.11,5.7,38.1,Equal Weight,Female,Public,Central Anatolia,Cram School,Mathematics,Bogazici University (State),Teacher,7,51.7,333.455,329.666
7148,55.57,5.4,32.3,Numerical,Female,Private,Aegean,Home,Physics,Koc University (Foundation),Physicist,4,33.3,261.187,312.735
7149,60.96,6.0,35.1,Numerical,Male,Public,Mediterranean,Cram School,Biology,METU (State),Data Analyst,9,36.6,274.53,276.921
7150,97.38,9.2,54.9,Equal Weight,Male,Private,Central Anatolia,Mixed,Geography,METU (State),Engineer,6,58.4,376.966,404.52
7151,62.55,3.4,21.9,Numerical,Female,Public,Marmara,Home,Biology,METU (State),Physicist,9,37.5,284.75,263.027
7152,89.35,7.9,39.4,Verbal,Male,Private,Aegean,Home,Literature,Bogazici University (State),Psychologist,5,53.6,379.898,412.468
7153,69.39,5.8,32.9,Equal Weight,Male,Public,Aegean,Library,Mathematics,Koc University (Foundation),Physicist,4,41.6,292.859,298.807
7154,80.91,6.3,30.8,Equal Weight,Male,Public,Southeastern Anatolia,Library,Mathematics,Foundation University,Physicist,10,48.5,284.395,311.288
7155,98.07,6.9,34.5,Numerical,Male,Private,Aegean,Mixed,Literature,ITU (State),Data Analyst,7,58.8,370.298,366.844
7156,92.96,7.9,53.4,Foreign Language,Female,Private,Aegean,Cram School,English,Ankara University (State),Artist,10,55.8,363.391,384.491
7157,75.86,6.1,35.0,Numerical,Male,Private,Marmara,Library,Chemistry,State University,Software Developer,8,45.5,324.566,343.819
7158,63.01,5.6,26.2,Verbal,Male,Public,Marmara,Mixed,Geography,State University,Lawyer,8,37.8,279.132,328.184
7159,79.0,7.4,44.3,Equal Weight,Male,Public,Aegean,Cram School,Physics,State University,Teacher,8,47.4,329.499,323.553
7160,71.92,5.1,34.4,Numerical,Male,Public,Eastern Anatolia,Home,Mathematics,Foundation University,Doctor,9,43.2,272.667,304.601
7161,98.93,9.2,54.0,Verbal,Male,Private,Southeastern Anatolia,Mixed,Geography,ITU (State),Teacher,6,59.4,363.161,391.519
7162,99.08,9.5,56.3,Equal Weight,Female,Private,Marmara,Home,Geography,Hacettepe University (State),Engineer,6,59.4,360.407,377.029
7163,85.25,5.1,29.4,Foreign Language,Male,Private,Marmara,Mixed,German,Bogazici University (State),Translator,4,51.2,369.833,360.293
7164,89.64,5.3,24.7,Equal Weight,Male,Private,Mediterranean,Mixed,Literature,State University,Teacher,10,53.8,338.081,344.888
7165,76.04,5.3,37.0,Numerical,Female,Private,Central Anatolia,Library,History,State University,Doctor,9,45.6,327.582,275.745
7166,62.51,6.7,32.8,Numerical,Male,Public,Marmara,Cram School,Mathematics,ITU (State),Data Analyst,1,37.5,299.557,319.755
7167,78.22,6.3,42.6,Equal Weight,Male,Public,Mediterranean,Home,History,Foundation University,Engineer,9,46.9,311.262,327.591
7168,68.81,7.2,49.3,Foreign Language,Female,Public,Mediterranean,Mixed,German,State University,Translator,1,41.3,350.591,353.35
7169,84.56,7.8,45.5,Foreign Language,Male,Public,Eastern Anatolia,Cram School,English,Foundation University,Artist,1,50.7,332.977,376.26
7170,67.59,3.6,17.9,Equal Weight,Male,Private,Aegean,Home,Mathematics,Bogazici University (State),Psychologist,7,40.6,299.635,253.901
7171,76.59,7.1,34.7,Equal Weight,Female,Private,Central Anatolia,Library,Geography,Hacettepe University (State),Data Analyst,2,46.0,330.876,364.166
7172,97.17,8.3,56.8,Equal Weight,Male,Public,Marmara,Library,History,State University,Data Analyst,8,58.3,350.187,384.559
7173,81.73,6.1,42.2,Equal Weight,Female,Public,Central Anatolia,Home,Geography,Koc University (Foundation),Engineer,2,49.0,337.326,343.25
7174,57.1,5.7,33.7,Numerical,Male,Private,Central Anatolia,Home,Physics,State University,Doctor,9,34.3,246.666,293.294
7175,73.6,4.1,19.1,Foreign Language,Male,Public,Marmara,Home,English,State University,Writer,2,44.2,313.105,319.091
7176,68.47,5.1,23.9,Equal Weight,Male,Public,Eastern Anatolia,Home,Geography,Ankara University (State),Lawyer,3,41.1,270.468,303.092
7177,59.91,5.8,29.0,Numerical,Female,Private,Mediterranean,Home,Mathematics,Bilkent University (Foundation),Engineer,8,35.9,275.89,319.346
7178,86.31,7.3,42.2,Equal Weight,Male,Public,Marmara,Mixed,Geography,State University,Software Developer,7,51.8,323.301,362.849
7179,94.47,7.7,52.0,Numerical,Female,Private,Central Anatolia,Mixed,Biology,Koc University (Foundation),Engineer,11,56.7,372.91,374.987
7180,68.95,7.4,36.0,Equal Weight,Male,Public,Aegean,Cram School,History,Foundation University,Doctor,7,41.4,292.558,323.099
7181,56.33,5.8,40.4,Equal Weight,Male,Public,Aegean,Home,Literature,Foundation University,Data Analyst,2,33.8,255.307,295.824
7182,62.38,3.6,23.6,Equal Weight,Male,Public,Marmara,Cram School,History,State University,Lawyer,2,37.4,306.692,288.971
7183,99.43,8.7,60.9,Numerical,Male,Private,Black Sea,Cram School,Physics,ITU (State),Data Analyst,8,59.7,356.552,419.326
7184,68.49,3.7,16.6,Numerical,Male,Private,Marmara,Library,Mathematics,Sabanci University (Foundation),Physicist,11,41.1,279.211,296.133
7185,77.26,5.5,37.3,Verbal,Female,Private,Eastern Anatolia,Cram School,Literature,Ankara University (State),Journalist,5,46.4,311.595,344.15
7186,77.17,5.2,24.8,Numerical,Male,Private,Central Anatolia,Home,Biology,Sabanci University (Foundation),Doctor,6,46.3,315.719,334.034
7187,86.88,8.1,48.4,Numerical,Female,Private,Central Anatolia,Cram School,Chemistry,METU (State),Data Analyst,10,52.1,354.766,361.633
7188,89.55,8.0,46.3,Numerical,Female,Public,Marmara,Mixed,Chemistry,Bogazici University (State),Engineer,2,53.7,384.949,378.055
7189,62.97,5.3,35.5,Numerical,Female,Public,Central Anatolia,Home,Mathematics,METU (State),Software Developer,9,37.8,283.049,303.081
7190,97.04,8.9,53.3,Equal Weight,Male,Private,Central Anatolia,Library,Geography,METU (State),Data Analyst,6,58.2,405.965,396.45
7191,86.58,7.6,44.6,Equal Weight,Male,Public,Central Anatolia,Home,Geography,Foundation University,Lawyer,7,51.9,351.67,363.052
7192,85.47,7.6,45.5,Numerical,Female,Public,Central Anatolia,Home,Biology,Bogazici University (State),Data Analyst,4,51.3,357.857,348.585
7193,87.22,5.6,37.5,Numerical,Male,Private,Marmara,Cram School,Chemistry,Bogazici University (State),Software Developer,8,52.3,325.769,356.382
7194,95.48,6.2,29.2,Numerical,Male,Public,Central Anatolia,Library,Chemistry,Bogazici University (State),Doctor,9,57.3,331.76,398.051
7195,98.59,6.4,30.8,Numerical,Female,Private,Marmara,Mixed,Literature,Bogazici University (State),Engineer,2,59.2,378.093,391.207
7196,83.23,8.4,40.7,Equal Weight,Male,Public,Marmara,Home,Physics,ITU (State),Journalist,7,49.9,352.661,342.348
7197,73.11,7.6,45.3,Equal Weight,Male,Private,Marmara,Mixed,History,Foundation University,Software Developer,7,43.9,332.626,342.945
7198,65.45,4.2,20.3,Foreign Language,Female,Public,Black Sea,Home,German,ITU (State),Artist,5,39.3,298.384,293.84
7199,93.84,6.9,34.4,Numerical,Female,Private,Marmara,Library,Literature,Ankara University (State),Engineer,10,56.3,375.651,351.158
7200,65.38,4.5,20.8,Numerical,Male,Public,Central Anatolia,Mixed,Chemistry,State University,Doctor,4,39.2,294.139,287.748
7201,77.45,7.1,49.0,Verbal,Male,Public,Central Anatolia,Cram School,Geography,Foundation University,Social Worker,7,46.5,327.298,370.69
7202,89.05,6.6,33.0,Foreign Language,Male,Public,Eastern Anatolia,Home,German,Ankara University (State),Translator,7,53.4,317.608,352.871
7203,59.18,5.3,26.2,Equal Weight,Female,Public,Marmara,Home,History,Foundation University,Social Worker,9,35.5,262.82,280.531
7204,90.41,7.1,48.7,Equal Weight,Female,Public,Eastern Anatolia,Cram School,Mathematics,Ankara University (State),Software Developer,9,54.2,345.457,338.374
7205,82.79,6.2,29.4,Numerical,Female,Public,Central Anatolia,Cram School,Physics,Koc University (Foundation),Software Developer,6,49.7,302.594,360.492
7206,94.63,8.0,55.0,Equal Weight,Female,Private,Central Anatolia,Mixed,Physics,Ankara University (State),Psychologist,8,56.8,378.656,368.552
7207,96.29,6.3,30.9,Verbal,Female,Public,Marmara,Mixed,History,Koc University (Foundation),Journalist,5,57.8,352.763,383.17
7208,97.7,8.8,61.4,Numerical,Male,Private,Central Anatolia,Home,Physics,Sabanci University (Foundation),Data Analyst,10,58.6,374.021,432.28
7209,56.79,4.8,26.8,Verbal,Female,Private,Mediterranean,Home,Geography,Ankara University (State),Social Worker,9,34.1,269.122,284.729
7210,81.76,5.3,25.3,Equal Weight,Female,Private,Mediterranean,Mixed,History,Foundation University,Engineer,6,49.1,329.928,330.139
7211,98.21,7.9,39.5,Equal Weight,Female,Private,Southeastern Anatolia,Cram School,History,Ankara University (State),Engineer,1,58.9,404.547,425.4
7212,69.4,5.3,26.2,Numerical,Female,Private,Mediterranean,Cram School,Physics,State University,Engineer,10,41.6,287.34,301.469
7213,72.13,4.6,27.0,Numerical,Female,Private,Eastern Anatolia,Home,Mathematics,State University,Software Developer,10,43.3,302.19,314.688
7214,99.88,7.5,43.8,Equal Weight,Female,Public,Marmara,Library,Literature,Ankara University (State),Data Analyst,8,59.9,388.686,355.243
7215,63.43,3.8,22.6,Equal Weight,Male,Public,Mediterranean,Mixed,Literature,Foundation University,Journalist,2,38.1,302.749,281.998
7216,84.62,6.4,43.3,Verbal,Male,Public,Marmara,Home,Mathematics,ITU (State),Social Worker,9,50.8,354.749,324.785
7217,98.17,7.3,43.3,Verbal,Female,Private,Central Anatolia,Cram School,History,Bilkent University (Foundation),Lawyer,10,58.9,358.034,390.758
7218,72.65,7.1,34.7,Equal Weight,Female,Public,Marmara,Mixed,Geography,State University,Physicist,2,43.6,317.404,343.784
7219,89.76,8.8,60.2,Equal Weight,Male,Public,Marmara,Library,Geography,Foundation University,Data Analyst,7,53.9,358.922,361.074
7220,88.89,8.5,50.5,Equal Weight,Male,Private,Mediterranean,Home,Physics,Foundation University,Teacher,10,53.3,361.178,342.799
7221,54.34,4.1,24.4,Equal Weight,Female,Public,Mediterranean,Home,Literature,Foundation University,Data Analyst,6,32.6,270.487,264.803
7222,97.89,9.0,44.3,Verbal,Female,Public,Black Sea,Home,Literature,Bogazici University (State),Social Worker,10,58.7,372.595,380.122
7223,53.1,2.6,16.7,Equal Weight,Male,Private,Black Sea,Home,Geography,Bilkent University (Foundation),Software Developer,5,31.9,246.962,260.341
7224,76.88,4.7,32.8,Equal Weight,Female,Public,Black Sea,Cram School,Mathematics,ITU (State),Lawyer,2,46.1,310.117,325.203
7225,82.81,8.1,38.9,Equal Weight,Female,Private,Marmara,Library,Geography,Bilkent University (Foundation),Lawyer,7,49.7,347.096,326.137
7226,92.59,5.7,39.8,Equal Weight,Male,Private,Central Anatolia,Home,Geography,Hacettepe University (State),Journalist,7,55.6,353.591,348.555
7227,66.88,5.7,39.7,Foreign Language,Female,Public,Southeastern Anatolia,Mixed,English,Foundation University,Translator,10,40.1,280.711,314.161
7228,75.27,7.9,39.3,Equal Weight,Female,Public,Marmara,Mixed,Geography,Bogazici University (State),Teacher,1,45.2,325.927,345.344
7229,90.1,7.8,37.1,Numerical,Female,Private,Aegean,Cram School,Mathematics,Koc University (Foundation),Software Developer,3,54.1,355.755,397.273
7230,60.1,5.1,30.3,Equal Weight,Female,Private,Central Anatolia,Home,Biology,Bilkent University (Foundation),Doctor,8,36.1,293.834,299.258
7231,99.38,7.1,47.7,Equal Weight,Male,Public,Mediterranean,Mixed,History,Bogazici University (State),Lawyer,9,59.6,363.084,387.131
